                   * c:\users\my\desktop\prakash\prakash.cir
                   Transient Analysis  Mon Mar 07 21:31:19  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+000	2.002354e-012	-7.95808e-012	2.002354e-012	
1	1.000000e-008	-5.22196e-005	1.827324e-005	-5.22196e-005	
2	2.000000e-008	-5.40504e-005	1.880090e-005	-5.40504e-005	
3	4.000000e-008	-5.56269e-005	1.896378e-005	-5.56269e-005	
4	8.000000e-008	-5.74065e-005	1.909998e-005	-5.74065e-005	
5	1.600000e-007	-6.38783e-005	1.956402e-005	-6.38783e-005	
6	3.200000e-007	-9.07054e-005	-1.54705e-003	-9.07054e-005	
7	4.714643e-007	-1.08102e-002	-1.05852e+000	-1.08102e-002	
8	6.156330e-007	-3.55566e-002	-2.59386e+000	-3.55566e-002	
9	7.750643e-007	-6.56882e-002	-3.66870e+000	-6.56882e-002	
10	9.277305e-007	-9.60115e-002	-3.73819e+000	-9.60115e-002	
11	1.000000e-006	-1.10406e-001	-3.75750e+000	-1.10406e-001	
12	1.019238e-006	-1.10389e-001	-3.76143e+000	-1.10389e-001	
13	1.057715e-006	-1.10371e-001	-3.76827e+000	-1.10371e-001	
14	1.134668e-006	-1.10348e-001	-3.77792e+000	-1.10348e-001	
15	1.288574e-006	-1.10317e-001	-3.78832e+000	-1.10317e-001	
16	1.596386e-006	-1.10294e-001	-3.79597e+000	-1.10294e-001	
17	1.980466e-006	-1.10285e-001	-3.79816e+000	-1.10285e-001	
18	2.477201e-006	-1.10285e-001	-3.79866e+000	-1.10285e-001	
19	3.214797e-006	-1.10284e-001	-3.79867e+000	-1.10284e-001	
20	4.619556e-006	-1.10285e-001	-3.79859e+000	-1.10285e-001	
21	7.429075e-006	-1.10284e-001	-3.79861e+000	-1.10284e-001	
22	1.304811e-005	-1.10285e-001	-3.79860e+000	-1.10285e-001	
23	2.428619e-005	-1.10284e-001	-3.79861e+000	-1.10284e-001	
24	4.676234e-005	-1.10285e-001	-3.79860e+000	-1.10285e-001	
25	9.171465e-005	-1.10284e-001	-3.79861e+000	-1.10284e-001	
